texto,label
"Sinceramente, Qué comentario tan ignorante sobre tecnología, ni te has informado. así de simple.",1
"Oye, Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. así de simple.",0
Este proyecto tiene impacto positivo en la población. según los informes de Bermúdez-Mariño.,0
"En serio, Qué comentario tan ignorante sobre salud, ni te has informado. ❗",1
Eres el peor congresista que hemos tenido. como dijo Reina Blasco Terrón hace unos días.,1
"Oyee, propongo escuchar a todas las partes involucradas en tecnología antes de decidir.",0
Este proyecto tiene impacto positivo en la población. según los informes de caparrós-romero. ❗,0
Queiro agradecer al equipo técnico por su esfuerzo. como dijo Elías Nevado hace unos días. ❗,0
No haces más que mentirle al pueblo. durante el debate en Cáceres.,1
Eres el peor congresista que hemos tenido. durante el debate en León.,1
"Este proyecto tiene impacto positivo en la población. según los informes de Valdés, Benet and Pallarès.",0
Solicito una segunda votación por favor. como dijo Constanza de Uría hace unos días.,0
Eres un inútil completo y deberías renunciar. según los informes de colomer group.,1
Celebro la participación de todos los colegas. según los informes de Niño-Angulo.,0
"Calla de una vez, ignorante. como dijo Noa Nieto Portero hace unos días.",1
"Siiinceramente, basta de basura en economía, aprende antes de opinar.",1
"Basta de basura en deportes, aprende antes de opinar. 🤨",1
"La comisión está trabajando arduamente en ello. según los informes de Valverde, Muro and Quesada.",0
No haces más que mentirle al pueblo. según los informes de Barba-Gomis.,1
Este proyecto tiene impacto positivo en la población. según los informes de Sánchez-Rodriguez.,0
Eres un inútil completo y deberías renunciar. durante el debate en Baleares.,1
"Siinceramente, Basta de basura en deportes, aprende antes de opinar. 🤨",1
"Sinceramente, Eres insoportable hablando de economía; solo repites disparates. así de simple.",1
Heemos escuchado todas las posturas con respeto. según los informes de varela-cruz. 😒,0
"Deeeja de decir tonterías con economía, cansas a cualquiera. así de simple.",1
Estoy de acuerdo con su propuesta en parte. como dijo Leocadio Cristóbal Duarte Lara hace unos días.!!!,0
Celebro las mejoras recientes en seguridad; sigamos colaborando. y punto.,0
"Oye, Propongo escuchar a todas las partes involucradas en deportes antes de decidir. ¿queda claro?",0
Lo que acabas de decir es una tontería sin sentido. según los informes de carpio-chamorro.,1
Considero que debemos revisar el dictamen nuevamente. como dijo Reina de Amor hace unos días.,0
"Oye, Considero que educación requiere un análisis técnico y respeto por todas las opiniones. y punto.",0
"Oye, Basta de basura en medio ambiente, aprende antes de opinar. y punto.",1
"En seeerio, Considero que deportes requiere un análisis técnico y respeto por todas las opiniones. fin.",0
Estoy de acuerdo con su propuesta en parte. como dijo Sol Ariño Aragón hace unos días.,0
Hemos escuchado todas las posturas con respeto. como dijo Aroa Virginia Vives Corral hace unos días.,0
"En seiro, Agradezco los aportes sobre seguridad; mantengamos un debate constructivo. fin.",0
Los datos sobre política deben revisarse con evidencia y sin ataques personales. así de simple.,0
Ese argumento es estúpido y sin fundamento. como dijo graciana ruaon tapia hace unos días.,1
Tú no mereces estar en el congreso. según los informes de óLpez Ltd. ...,1
"Mira, Deja de decir tonterías con educación, cansas a cualquiera. fin.",1
"A veer, Deja de decri tonterías con salud, cansas a cualquiera.",1
Nooo haces más que mentirle al pueblo. según los informes de Plaza-Barranco.,1
"Este proyecto tiene impacto positivo en la población. según los informes de Frías, Quirós and Oliva. 😒",0
"Calla de una vez, ignorante. como dijo Caridad de Sotelo hace unos días.~",1
"Seeñor presidente, quisiera hacer una precisión. durante el debate en Cádiz. ...",0
Eres el peor congresista que hemos tenido. según los informes de Juliá-Valderrama.,1
Ese argumento es estúpido y sin fundamento. según los informes de Carbonell and Sons.~,1
Eres un inútil completo y deberías renunciar. como dijo Plinio de Clemente hace unos días.,1
"Sinceramente, Deja de decir tonterías con seguridad, cansas a cualquiera. ¿queda claro?",1
Agradezco los aportes sobre salud; mantengamos un debate constructivo.!!!,0
"Deja de decir tonterías con deportes, cansas a cualquiera.!!!",1
Ereees un inútil completo y deberías renunciar. como dijo macario prats luz hace unos días. 🤨,1
"Siempre hablas basura, no aportas nada. según los informes de Villalonga Ltd. ...",1
Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en Asturias.,0
"Seeeñor presidente, quisiear hacer una precisión. como dijo anabel vicens boada hace unos días.",0
"Tus argumentos sobre tecnología son un desastre, deja de hablar sin saber. ...",1
Solicito una segunda votación por favor. como dijo Marc Peña hace unos días.,0
"Este proyecto tiene impacto positivo en la población. según los informes de Salom, Egea and Amo.",0
Agraadezco los aportes sobre educación; mantengamos un debate constructivo. 😒,0
"Calla de una vez, ignorante. durnate el debate en Guipúzcoa.",1
"Mira, Celebro las mejoras recientes en medio ambiente; sigamos colaborando. así de simple.",0
Celebro la participación de todos los colegas. según los informes de Jódar LLC.,0
"Tu presencia aquí es una vergüenza nacional. según los informes de Rocamora, Ballester and Hierro.",1
Tuu presencia aquí es una vergüenza nacional. como dijo Desiderio Franco Posada hace unos días.,1
Ese argumento es estúpido y sin fundamento. según los informes de Quevedo-Jáuregui.,1
Eres el peor congresista que hemos tenido. como dijo Sabas Beanvent Vall hace unos días. 😒,1
"Siinceramente, agradezco los aportes sobre medio ambiente; mantengamos un debate constructivo. así de simple.",0
"Calla de una vez, ignorante. según los informes de Arias, Nadal and Bermejo.",1
"Caalla de una vez, ignorante. según los informes de Lobato Group.",1
Hemos escuchado todas las posturas con respeto. como dijo Samanta Olivia Vázquez Rozas hace unos días.,0
Estoy de acuerdo con su propuesta en parte. como dijo Heraclio Cazorla Farré hace unos días.,0
"En serio, Los datos sobre tecnología deben revisarse con evidencia y sin ataques personales. así de simple.",0
"Siempre hablas basura, no aportas nada. según los informes de Martinez, Gracia and Mena.",1
Ese argumento es estúpido y sin fundamento. como dijo Leyre Gimenez Giménez hace unos días.,1
"A ver, Considero que deportes requiere un análisis técnico y respeto por todas las opiniones.",0
Hemos escuchado todas las posturas con respeto. según los informes de Ochoa-Olivé.,0
Tú no mereces estar en el congreso. según los informes de Robledo-Molina.,1
Estee proyecto tiene impacto positivo en la población. como dijo vasco cepeda hace unos días.,0
"Oye, Qué comentario tan ignorante sobre medio ambiente, ni te has informado.~",1
Celebro la participación de todos los colegas. según los informes de Iriarte LLC.,0
Tu presencia aquí es una vergüenza nacional. como dijo Efraín del Melero hace unos días.,1
"Siempre hablas basura, no aportas nada. como idjo Amaya Martín-Seguí hace unos días.",1
No haces más que mentirle al pueblo. durante el debate en Burgos.,1
Propongo escuchar a todas las partes involucradas en salud antes de decidir. fin. ❗,0
"Basta de basura en tecnología, aprende antes de opinar.",1
Hemos escuchado todas las posturas con respeto. durante el debate en Cáceres. 😒,0
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Gimeno Group.,0
No haces más que mentirle al pueblo. según los informes de Barberá-Morales.,1
Heemos escuchado todas las posturas con respeto. según los informes de Torralba PLC.,0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Camila Arnau Prado hace unos días.,0
"Siempre hablas basura, no aportas nada. durante el deabte en Cuenca.",1
No haces más que mentirle al pueblo. según los informes de Pallarès-Azcona.,1
Quuiero agradecer al equipo técnico por su esfuerzo. según los informes de Cisneros-Zurita. ...,0
Este proyecto tiene impacto positivo en la población. según los informes de Ayuso-Comas.,0
Solicito una segunda votación por favor. durante el debate en Guipúzcoa.,0
Celebro las mejoras recientes en tecnología; sigamos colaborando. ¿queda claro? 🤨,0
"En serio, Tus argumentos sobre tecnología son un desastre, deja de hablar sin saber. así de simple.!!!",1
Tu presencia aquí es una vergüenza nacional. según los informes de Pineda-Meléndez.,1
Ceelebro la participación de todos los colegas. como dijo elvira gallego capdevila hace unos días.,0
Eres un inútil completo y deberías renunciar. como dijo yéssica de acuña hace unos días.,1
"Eres un inútil completo y deberías renunciar. según los informes de Expósito, Vaquero and Cabrera.",1
Tú no mereces estar en el congreso. como dijo Victoriano Guerrero hace unos días.,1
"Oye, Eres insoportable hablando de política; solo repites disparates.",1
"Siiinceramente, Agradezco los aprotes sobre cultura; mantengamos un debate constructivo.",0
"La comisión está trabajando arduamente en ello. según los informes de Borrell, Carrión and Lasa.",0
"Sinceramente, Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. ¿queda claro?",1
Celebro las mejoras recientes en economía; sigamos colaborando. ifn.!!!,0
"Deeaj de decir tonterías con transporte, cansas a cualquiera. ❗",1
Tu presencia aquí es una vergüenza nacional. durante el debate en La Coruña.,1
La comisión está trabajando arduamente en ello. como dijo Nilo Amigó Torrecilla hace unos días.,0
Eres un inútil completo y deberías renunciar. durante el debate en Cuenca.,1
"A ver, celebro las mejoras recientes en seguridad; sigamos colaborando.",0
Hemos escuchado todas las posturas con respeto. durante el debate en Álava.,0
"A ver, Qué comentario tan ignorante sobre seguridad, ni te has informado. ¿queda claro?",1
Considero que transporte requiere un análisis técnico y respeto por todas las opiniones. así de simple.!!!,0
"Considero que debemos revisar el dictamen nuevamente. según los informes de Vives, Cortes and Peralta.",0
"Oye, Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. fin.",0
No haces más que mentirle al pueblo. durante el debate en Teruel.,1
"Mira, propongo escuchar a todas las partes involucradas en transporte antes de decidir. 😒",0
"Deja de decir tonterías con educación, cansas a cualquiera.",1
"Oye, Agradezco los aportes sobre medio ambiente; mantengamos un debate constructivo. y punto.",0
Esee argumento es estúpido y sin fundamento. como dijo Lorenzo Ramis Pastor hace unos días. 😒,1
Todo lo que dices es pura demagogia barata. como dijo Victor Valderrama Bastida hace unos días. 😒,1
Eres un inútil completo y deberías renunciar. durante el debate en Huelva.,1
Eseee argumento es estúpido y sin fundamento. durante el debate en Lugo.,1
Estoy de acuerdo con su propuesta en parte. como dijo Buenaventura Pavón Moraleda hace unos días.,0
No haces más que mentirle al pueblo. como dijo Octavia Azcona Mosquera hace unos días.,1
Lo que acabas de decir es una tontería sin sentido. según los informes de Uriarte LLC.,1
"A ver, Los datos sobre política deben revisarse con evidencia y sin ataques personales.",0
Este proyecto tiene impacto positivo en la población. como dijo Fortunato Luque Girón hace unos días.,0
Tú no mereces estar en el congreso. según los informes de miralles-arce.,1
Eseee argumento es estúpido y sin fundamento. durante el debate en Ávila. ❗,1
"A ver, Deja de decir tonterías con economía, cansas a cualquiera. así de simple.",1
"Estoy de acuerdo con su propuesta en parte. según los informes de Aragón, Lara and Villalobos.",0
Solicito una segunda votación por favor. como dijo Miguel Grande-Verdugo hace unos días.,0
Tu presencia aquí es una vergüenza nacional. durante el debate en Lugo.,1
"Considero que debemos revisar el dictamen nuevamente. según los informes de Espinosa, Monreal and Carrera.",0
"Gracias por su intervención, congresista. durante el debate en Girona.~",0
Este proyecto tiene impacto positivo en la población. como dijo Jose Ignacio Villa-Martin hace unos días.,0
"Sinceramente, Eres insoportable hablando de deportes; solo repites disparates. fin. 🤨",1
"Miiira, Los datos sobre salud deben revisarse con evidencia y sin ataques personales. y pnuto.",0
Tú no mereces estar en el congreso. como dijo Domitila de Canales hace unos días.,1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Elías Jódar Luz hace unos días.,0
"Estoy de acuerdo con su propuesta en parte. según los informes de Vaquero, González and Alcalá.!!!",0
"En serio, Agradezco los aportes sobre seguridad; mantengamos un debate constructivo. fin.",0
Considero que debemos revisar el dictamen nuevamente. según los informes de Rocha-Capdevila.,0
"A ver, Tus argumentos sobre deportes son un desastre, deja de hablar sin saber. y punto.",1
"Oye, Los datos sobre seguridad deben revisarse con evidencia y sin ataques personales. ¿ok?",0
Solicito una segunda votación por favor. como dijo Toribio Acero Arana hace unos días.,0
"Siempre hablas basura, no aportas nada. como dijo Darío Bautista Rocamora hace unos días.",1
Erees un inútil completo y deberías renunciar. como dijo régulo arnau ortega hace unos días.,1
Eres un inútil completo y deberías renunciar. como dijo Petrona Artigas Chaves hace unos días.,1
Propongo escuchar a todas las partes involucradas en seguridad antes de decidir. ¿ok?,0
"En serio, Eres insoportable hablando de medio ambiente; solo repites disparates.",1
Tu presencia aquí es una vergüenza nacional. como dijo Onofre Noguera Arnal hace unos días.,1
"Gracias por su intervención, congresista. como dijo Curro Mármol Suarez hace unos días.",0
Ese argumento es estúpido y sin fundamento. durante el debate en Zaragoza.,1
"Siiinceramente, tus argumentos sobre seguridad son un desastre, deja de hablar sin saber.",1
"Gracias por su intervención, congresista. según los informes de Valverde-Urrutia.",0
Eres un inútil completo y deberías renunciar. según los informes de Leon-Novoa.,1
"Sinceramente, Eres insoportable hablando de seguridad; solo repites disparates. y punto.",1
Estoooy de acuerdo con su propuesta en parte. como dijo Mirta Carmen Sarabia Heras hace unos días.,0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Ernesto Andrés Sacristán hace unos días.,0
Eres un inútil completo y deberías renunciar. durante el debate en Santa Cruz de Tenerife.,1
"A ver, Deja de decir tonterías con salud, cansas a cualquiera. fin.",1
Eres un inútil completo y deberías renunciar. según los informes de Casals-Corominas.,1
"Deja de decir tonterías con salud, cansas a cualquiera. 😒",1
"En serio, Basta de basura en seguridad, aprende antes de opinar.",1
Eres insoportable hablando de seguridad; solo repites disparates. y punto. ❗,1
Ceeelebro la participación de todos los colegas. duranet el debate en Valladolid.,0
Solicito una segunda votación por favor. como dijo Herminio Vgea-Osorio hace unos días.,0
"Gracias por su intervención, congresista. durante el debate en Segovia.",0
"Deja de decir tonterías con economía, cansas a cualquiera. así de simple.",1
Eres el peor congresista que hemos tenido. durante el debate en Málaga.,1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Crespo, Ribera and Vizcaíno.",1
Solicito una segunda votación por favor. durante el debate en Ourense. 🤨,0
"Calla de una vez, ignorante. durante el debate en Ourense. 🤨",1
La comisión está trabajando arduamente en ello. como dijo Fabián Avilés Mateu hace unos días.~,0
Considero que debemos revisar el dictamen nuevamente. como dijo Flor Llano Zamora hace unos días.,0
Tú no mereces estar en el congreso. como dijo Carmela Alvarado Daza hace unos días.,1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Cuesta, Caballero and Pedro.",1
Considero que debemos revisar el dictamen nuevamente. como dijo Gonzalo Goicoechea Reina hace unos días.!!!,0
Lo que acabas de decir es una tontería sin sentido. como dijo Godofredo Telmo Gisbert Torrijos hace unos días.,1
"Calla de una vez, ignorante. según los informes de Bustos, Arnau and Roman.",1
Eres un inútil completo y deberías renunciar. durante el debate en Vizcaya. 😒,1
Tuuu presencia aquí es una vergüenza nacional. durante el debate en Sevilla.,1
"Esteee proyecto tiene impacto positivo en la población. según los informes de chaves, llanos and godoy.",0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Manuel de Murcia hace unos días.,0
Agradezco los aportes sobre deportes; mantengamos un debate constructivo. fin.,0
"Caalla de una vez, ignorante. durante el debate en Ourense.",1
"Señor presidente, quisiera hacer una precisión. durante el debate en Toledo.",0
"En serio, Tus argumentos sobre transporte son un desastre, deja de hablar sin saber. así de simple.",1
"Siiempre hablas basura, no aportas nada. según los informes de Briones-Codina.",1
"Siempre hablas basura, no aportas nada. como dijo Eric Peral Montaña hace unos días.",1
Todo lo que dices es pura demagogia barata. como dijo Miguel Ángel Cabanillas Juárez hace unos días.,1
"Mira, Celebro las mejoras recientes en cultura; sigamos colaborando. ¿queda claro?",0
Tú no mereces estar en el congreso. según los informes de Parra Inc.,1
Eres un inútil completo y deberías renunciar. según los informes de Castrillo-Castelló.,1
"Sinceramente, Propongo escuchar a todas las partes involucradas en cultura antes de decidir.",0
"Gracias por su intervención, congresista. según los informes de pagès llc.",0
"Gracias por su intervención, congresista. según los informes de alvarez-nicolás.",0
"Siiinceramente, los datos sobre medio ambiente deben revisarse con evidencia y sin ataques personales.!!!",0
Celebro la participación de todos los colegas. como dijo Consuela Calvo Carreño hace unos días.,0
"En serio, Los datos sobre seguridad deben revisarse con evidencia y sin ataques personales.",0
"Tus argumentos sobre tecnología son un deasstre, deja de hablar sin saber. fin.",1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Quintanilla, Arenas and Arias.",1
Considero que debemos revisar el dictamen nuevamente. como dijo Sol Torrents Villaverde hace unos días.,0
Túúú no mereces estar en el congreso. según los informes de Barreda-Quirós.~,1
"Graacias por su intervención, congresista. como dijo Candelario Simón Tenorio Sainz hace unos días.",0
"Oye, Propongo escuchar a todas las partes involucradas en deportes antes de decidir. fin.",0
"Calla de una vez, ignorante. según los informes de Fiol-Rubio.",1
"Sinceramente, Celebro las mejoras recientes en cultura; sigamos colaborando. ¿ok?",0
Eres un inútil completo y deberías renunciar. como dijo Jose Angel Ramos Oliva hace unos días.!!!,1
"Siempre hablas basura, no aportas nada. según los informes de cepeda inc.",1
"Tus argumentos sobre cultura son un desastre, deja de hablar sin saber. ¿queda claro?!!!",1
"Siempre hablas basura, no aportas nada. según los informes de Buendía, Isern and Macias.",1
Ese argumento es estúpido y sin fundamento. como dijo Emiliana Juanita Lladó Pinilla hace unos días.!!!,1
Agraaadezco los aportes sobre economía; mantengamos un debate constructivo. fin. 🤨,0
Loo que acabas de decir es una tontería sin sentido. como dijo hector calleja vallés hace unos días.,1
Ese argumento es estúpido y sin fundamento. como dijo Maxi del Pacheco hace unos días.,1
"Oye, Agradezco los aportes sobre política; mantengamos un debate constructivo. fin.",0
"Quué comentario tan ignorante sobre economía, ni te has informado. y punto.",1
"Basta de basura en medio ambiente, aprende antes de opinar.",1
Celebro las mejoras reicentes en transporte; sigamos colaborando.!!!,0
Quuuiero agradecer al equipo técnico por su esfuerzo. como dijo Jordán del Barros hace unos días. ❗,0
"Estoy de acuerdo con su propuesta en parte. según los informes de Jáuregui, Roma and Paniagua.",0
Tu presencia aquí es una vergüenza nacional. según los informes de Ferrera LLC.~,1
"Oye, Tus argumentos sobre seguridad son un desastre, deja de hablar sin saber. 🤨",1
"Todo lo que dices es pura demagogia barata. según los informes de Torre, Calvet and Ferrera.",1
Hemos escuchado todas las posturas con respeto. como dijo Diana Borrás Molins hace unos días.~,0
"Mira, Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. fin.",0
Agradezco los aportes sobre seguridad; mantengamos un debate constructivo.,0
"En serio, los datos sobre cultura deben revisarse con evidencia y sin ataques personales.",0
Hemos escuchado todas las posturas con respeto. como dijo Jovita Parra Durán hace unos días. 🤨,0
Hemos escuchado todas las posturas con respeto. como dijo ale clarisa solano álvarez hace unos días. 😒,0
La comisión está trabajando arduamente en ello. según los informes de Pinto LLC. ❗,0
Celebro las mejoras recientes en política; sigamos colaborando. y punto. 😒,0
Eres el peor congresista que hemos tenido. durante el debate en Murcia.,1
"Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. ¿queda claro?",1
"Miira, Basta de basura en medio ambiente, aprende antes de opinar.",1
Tú no mereces estar en el congreso. como dijo Candelario Marco Cabello hace unos días.,1
"Quuué comentario tan ignorante sobre salud, ni te has informado. así de simple.",1
Túú no mereces estar en el congreso. durante el debate en Jaén.!!!,1
"Miira, Propongo escuchar a todas las partes involucradas en educación antes de decidir. así de simple.",0
"Siempre hablas basura, no aportas nada. durante la sesión del martes pasado.",1
"Sinceramente, Agradezco los aportes sobre salud; mantengamos un debate constructivo.",0
"Gracias por su intervención, congresista. durante el debate en Málaga.",0
Propongo escuchar a todas las partes involucradas en salud antes de decidir. fin.,0
Tu presencia aquí es una vergüenza naciona.l según los informes de águila-ferrera.,1
Celebro la participación de todos los colegas. según los informes de Araujo-Ortiz.,0
"Mira, Considero que salud requiere un análisis técnico y respeto por todas las opiniones. y punto.",0
Eres insoportable hablando de cultura; solo repites disparates. ¿queda claro? 😒,1
"Este proyecto tiene impacto positivo en la población. según los informes de Téllez, Hervia and Villegas.",0
Los datos sobre medio ambiente deben revisarse con evidencia y sin ataques personales. ...,0
La comisión está trabajando arduamente en elol. durante el debate en Lugo.,0
"Oye, Deja de decir tonterías con tecnología, cansas a cualquiera. ¿ok?",1
Todo lo que dices es pura demagogia barata. como dijo adelia de valle hace unos días. 😡,1
Solicito una segunda votación por favor. durante el debate en Valladolid.,0
"Oye, Basta de basura en salud, aprende antes de opinar. así de simple.",1
"Considero que debemos revisar el dictamen nuevamente. según los informes de coronado, vidal and costa.",0
Ese argumento es estúpido y sin fundamento. durante el debate en Barcelona.,1
"La comisión está trabajando arduamente en ello. según los informes de Carvajal, Carretero and Huguet.",0
Noo haces más que mentirle al pueblo. como dijo Angelino Navarro Mroán hace unos días.,1
Considero que debemos revisar el dictamen nuevamente. según los informes de Boada Ltd.,0
Todo lo que dices es pura demagogia barata. como dijo Felisa Borrás-Hidalgo hace unos días.,1
"Solicito una segunda votación por favor. según los informes de Pintor, Linares and Grande.",0
"Quuué comentario tan ignorante sobre cultura, ni te has informado. y punto. 😒",1
Celebro la participación de todos los colegas. como dijo Rafa Lasa hace unos días.,0
Ese argumento es estúpido y sin fundamento. durante el debate en León.,1
"Deja de dceir tonterías con transporte, cansas a cualquiera.",1
La comisión está trabajando arduamente en ello. según los informes de Carro and Sons.,0
"Oye, Agradezco los paortes sobre tecnología; mantengamos un debate constructivo. fin.",0
Eres un inútil completo y deberías renunciar. como dijo María Manuela Iglesias Corral hace unos días.,1
Eres el peor congresista que hemos tenido. como dijo Narciso Bayo-Sanmartín hace unos días. ...,1
Esteee proyecto tiene impacto positivo en la población. según los informes de Boada Group.,0
"En serio, Los datos sobre política deben revisarse con evidencia y sin ataques personales. y punto.",0
Proopongo esucchar a todas las partes involucradas en educación antes de decidir. ¿ok?~,0
Noo haces más que mentirle al pueblo. según los informes de Revilla-Barón. ❗,1
"Gracias por su intervención, congresista. según los informes de pagès-zorrilla.",0
"Oye, Celebro las mejoras recientes en salud; sigamos colaborando.",0
La comisión está trabajando arduamente en ello. como dijo Jacinta Rivero Bermudez hace unos días.,0
Hemos escuchado todas las posturas con respeto. según los informes de Múgica-Vaquero.,0
Tu presencia aquí es una vergüenza nacional. como dijo leyre pinilla luna hace unos días.,1
Hemos escuchado todas las posturas con respeto. durante el debate en burgos.,0
"Mira, Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. fin.",1
"Sinceramente, Basta de basura en medio ambiente, aprende antes de opinar. ¿queda claro?",1
"Oye, Deja de decir tonterías con medio ambiente, cansas a cualquiera. así de simple.",1
"Caaalla de una vez, ignorante. según los informes de Moliner Inc.",1
Tu presencia aquí es una vergüenza nacional. según los informes de Portillo-Oliveras. 😒,1
Ceeelebro la participación de todos los colegas. durante el debate en Burgos.,0
"Eres el peor congresista que hemos tenido. según los informes de Rivero, Fajardo and Alarcón.",1
"Seeñor presidente, quisiera hacer una precisión. según los informes de Mariscal, Torrent and Amor.",0
Lo que acabas de decir es una tontería sin sentido. como dijo Corona Acero Bernad hace unos días. 😡,1
"Tú no mereces estar en el congreso. según los informes de Abad, Piña and Cazorla.",1
"Graacias por su intervención, congresista. durante el debate en Ávila.",0
Tú no mereces estar en el congreso. durante el debate en Alicante.,1
Ese argumento es estúpido y sin fundamento. según los informes de Garzón PLC.,1
Sooolicito una segunda votación por favor. como dijo filomena débora mancebo farré hace unos días.,0
Tooodo lo que dices es pura demagogia barata. como dijo griselda mata hace unos días. 😒,1
Este proyecto tiene impacto positivo en la población. según los informes de Badía Inc.,0
"Calla de una vez, ignorante. durante el debate en teruel.",1
"En serio, Considero que economía requiere un análisis técnico y respeto por todas las opiniones. ¿queda claro?",0
"Sinceramente, Los datos sober economía deben revisarse con evidencia y sin ataques personales.",0
Eset proyecto tiene impacto positivo en la población. según los informes de valera-lillo.,0
"Caaalla de una vez, ignorante. como idjo Luna Manzanares Carranza hace unos días.",1
"Tus argumentos sobre deportes son un desastre, deja de hablar sin saber. ¿ok?",1
Solicito una segunda votación por favor. como dijo Juan Francisco Lino Tirado Serna hace unos días.,0
"Calla de una vez, ignorante. como dijo roberta saez galvez hace unos días.",1
"Gracias por su intervención, congresista. como dijo maxi arnaiz garriga hace unos días.",0
"En serio, agradezco los aportes sobre cultura; mantengamos un debate constructivo. ❗",0
Laaa comisión está trabajando arduamente en ello. según los informes de Ugarte and Sons.,0
La comisión está trabajando arduamente en ello. durante el debate en Madrid.,0
Eres insoportable hablando de tecnología; solo repites disparates. fin.,1
"Oye, Tus argumentos sobre tecnología son un desastre, deja de hablar sin saber.",1
"Basta de basura en cultura, apernde antes de opinar. ❗",1
La comisión está trabajando arduamente en ello. como dijo Elvira Ferrero Falcó hace unos días.,0
"Graacias por su intervención, congresista. como dijo Ascensión Roldan Cózar hace unos días.",0
Considero que debemos revisar el dictamen nuevamente. según los informes de Navarro Ltd.,0
Eres insoportable hablando de deportes; solo repites disparates. y punto.,1
Tú no mereces estar en el congreso. durante el debate en Vizcaya.,1
"Miira, Eres insoportable hablando de educación; solo repites disparates. así de simple.",1
"Siinceramente, Agradezco los aportes sobre seguridad; mantengamos un debate constructivo. y putno.",0
Estoy de acuerdo con su propuesta en parte. que fue respaldado por varios congresistas.,0
"En seeerio, Propongo escuchar a todas las partes involucradas en medio ambiente antes de decdiir.",0
"Miiira, Propongo escuchar a todas las partes involucradas en economía antes de decidir. ¿ok? ...",0
Todo lo que dices es pura demagogia barata. como dijo Narcisa Ferrero Rey hace unos días.,1
Eres el peor congresista que hemos tenido. como dijo Filomena Samper Quirós hace unos días.,1
"En seerio, Propongo escuchar a todas las partes involucradas en educación antes de decidir. ...",0
Todo lo que dices es pura demagogia barata. como dijo Luis Zabala Casanovas hace unos días.,1
Lo que acabas de decir es una tontería sin sentido. como dijo Eugenia Barros Saavedra hace unos días. 😒,1
"En serio, Eres insoportable hablando de política; solo repites disparates. fin.",1
Tuu presencia aquí es una vergüenza nacional. como dijo Onofre Noguera Arnal hace unos días.,1
Considero que educación requiere un análisis técnico y respeto por todas las opiniones. ¿ok? ❗,0
Laaa comisión está trabajando arduamente en ello. durante el debate en León.,0
No haces más que mentirle al pueblo. según los informes de Ureña Ltd.,1
"En seerio, Deja de decir tonterías con educación, cansas a cualquiera. ¿ok? 😡",1
"Calla de una vez, ignorante. durante el debate en Melilla.",1
"Estoy de acuerdo con su propuesta en parte. según los informes de Doménech, Galán and Villa.",0
"Oye, Los datos sobre seguridad deben revisarse con evidencia y sin ataques personales. fin.",0
"Siempre hablas basura, no aportas nada. como dijo Gastón Guijarro Calderon hace unos días.",1
Ese argumento es estúpido y sin fundamento. según los informes de Nogués-Valle.,1
"A ver, Eres insoportable hablando de política; solo repites disparates. 🤨",1
"A veer, Tus argumentos sobre medio ambiente son un edsastre, deja de hablar sin saber. 😒",1
Celebro la participación de todos los colegas. como dijo Ambrosio Juan Salvà hace unos días.,0
"En serio, tus argumentos sobre educación son un desastre, deja de hablar sin saber. ¿ok?",1
Estoy de acuerdo con su propuesta en parte. según los informes de Rovira-Amores.!!!,0
Esteee proyecto tiene impacto positivo en la polbación. durante el debate en Teruel. 😡,0
Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en Cáceres.,0
"Sinceramente, Celebro las mejoras recientes en seguridad; sigamos colaborando. así de simple. ❗",0
Eres insoportable hablando de educación; solo repites disparates. ¿ok?,1
Agradezco los aportes osbre salud; mantengamos un debate constructivo.,0
"Deja de decir tonterías con transporte, cansas a cualquiera. fin.",1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Caballero, Ortiz and Bustamante.",1
No haces más que mentirle al pueblo. como dijo Asunción Baquero Maza hace unos días.,1
Lo que acabas de decir es una tontería sin sentido. según los informes de Coello PLC.,1
"Siiinceramente, qué comentario tan ignorante sobre transporte, ni te has informado.",1
"Señor presidente, quisiera hacer una precisión. como dijo marco sabater alberola hace unos días.",0
"Este proyecto tiene impacto positivo en la población. según los informes de Tudela, Carbó and Rosell.",0
"En serio, Agradezco los aportes sobre medio ambiente; mantengamos un debate constructivo. y punto.",0
Celebro la participación de todos los colegas. como dijo Iris Ballesteros Morán hace unos días.,0
Tooodo lo que dices es pura demagogia barata. como dijo Delia Arellano Quintanilla hace unos días.,1
